	region1	region2	chrom1	start1	end1	chrom2	start2	end2	contact_pair	dist_from_diag	pixel_size	gene1	gene2
1405	('chr1', 24930000, 24940000)	('chr1', 50415000, 50430000)	chr1	24930000	24940000	chr1	50415000	50430000	(('chr1', 24930000, 24940000), ('chr1', 50415000, 50430000))	25487500.0	150000000	RUNX3	DMRTA2,AL049637.2
1406	('chr2', 44930000, 44940000)	('chr2', 118218000, 118228000)	chr2	44930000	44940000	chr2	118218000	118228000	(('chr2', 44930000, 44940000), ('chr2', 118218000, 118228000))	73288000.0	100000000	SIX3,SIX3-AS1,LINC01833	THORLNC
1408	('chr1', 50415000, 50430000)	('chr1', 63320000, 63330000)	chr1	50415000	50430000	chr1	63320000	63330000	(('chr1', 50415000, 50430000), ('chr1', 63320000, 63330000))	12902500.0	150000000	DMRTA2,AL049637.2	FOXD3,FOXD3-AS1,MIR6068
1409	('chr10', 22320000, 22350000)	('chr10', 123110000, 123160000)	chr10	22320000	22350000	chr10	123110000	123160000	(('chr10', 22320000, 22350000), ('chr10', 123110000, 123160000))	100800000.0	1500000000	SPAG6,AL158211.3	HMX2,HMX3,BUB3
1410	('chr1', 47430000, 47440000)	('chr1', 197910000, 197920000)	chr1	47430000	47440000	chr1	197910000	197920000	(('chr1', 47430000, 47440000), ('chr1', 197910000, 197920000))	150480000.0	100000000	FOXD2,FOXD2-AS1	LHX9
1411	('chr10', 22320000, 22350000)	('chr10', 101120000, 101150000)	chr10	22320000	22350000	chr10	101120000	101150000	(('chr10', 22320000, 22350000), ('chr10', 101120000, 101150000))	78800000.0	900000000	SPAG6,AL158211.3	TLX1,TLX1NB
1412	('chr2', 66575000, 66585000)	('chr2', 199450000, 199480000)	chr2	66575000	66585000	chr2	199450000	199480000	(('chr2', 66575000, 66585000), ('chr2', 199450000, 199480000))	132885000.0	300000000	MEIS1,LINC01798	SATB2,SATB2-AS1
1413	('chr2', 206250000, 206285000)	('chr2', 218990000, 219000000)	chr2	206250000	206285000	chr2	218990000	219000000	(('chr2', 206250000, 206285000), ('chr2', 218990000, 219000000))	12727500.0	350000000	ZDBF2,HMGN1P6	CRYBA2
1415	('chr2', 218990000, 219000000)	('chr2', 222250000, 222318000)	chr2	218990000	219000000	chr2	222250000	222318000	(('chr2', 218990000, 219000000), ('chr2', 222250000, 222318000))	3289000.0	680000000	CRYBA2	PAX3,CCDC140
1416	('chr6', 50820000, 50850000)	('chr6', 117250000, 117280000)	chr6	50820000	50850000	chr6	117250000	117280000	(('chr6', 50820000, 50850000), ('chr6', 117250000, 117280000))	66430000.0	900000000	TFAP2B	VGLL2
1417	('chr6', 50700000, 50730000)	('chr6', 125730000, 125740000)	chr6	50700000	50730000	chr6	125730000	125740000	(('chr6', 50700000, 50730000), ('chr6', 125730000, 125740000))	75020000.0	300000000	TFAP2D	HEY2, AL365259.1
1418	('chr5', 77960000, 77970000)	('chr5', 174700000, 174750000)	chr5	77960000	77970000	chr5	174700000	174750000	(('chr5', 77960000, 77970000), ('chr5', 174700000, 174750000))	96760000.0	500000000	AC108482.1	MSX2
1419	('chr1', 24930000, 24940000)	('chr1', 47180000, 47250000)	chr1	24930000	24940000	chr1	47180000	47250000	(('chr1', 24930000, 24940000), ('chr1', 47180000, 47250000))	22280000.0	700000000	RUNX3	TAL1,AL135960.1
1420	('chr10', 49610000, 49620000)	('chr10', 118230000, 118240000)	chr10	49610000	49620000	chr10	118230000	118240000	(('chr10', 49610000, 49620000), ('chr10', 118230000, 118240000))	68620000.0	100000000	SLC18A3	AL354863.1
1421	('chr4', 54080000, 54120000)	('chr4', 80260000, 80270000)	chr4	54080000	54120000	chr4	80260000	80270000	(('chr4', 54080000, 54120000), ('chr4', 80260000, 80270000))	26165000.0	400000000	GSX2,MORF4L2P1,AC058822.1	FGF5
1422	('chr15', 37060000, 37130000)	('chr15', 76320000, 76360000)	chr15	37060000	37130000	chr15	76320000	76360000	(('chr15', 37060000, 37130000), ('chr15', 76320000, 76360000))	39245000.0	2800000000	MEIS2,AC078909.1,AC078909.2	ISL2,ETFA,AC027243.1
1423	('chr17', 14300000, 14320000)	('chr17', 48980000, 49000000)	chr17	14300000	14320000	chr17	48980000	49000000	(('chr17', 14300000, 14320000), ('chr17', 48980000, 49000000))	34680000.0	400000000	HS3ST3B1,MGC12916,AC005224.2	IGF2BP1,RF00017,AC091133.3,AC091133.2
1424	('chr16', 51130000, 51180000)	('chr16', 86555000, 86585000)	chr16	51130000	51180000	chr16	86555000	86585000	(('chr16', 51130000, 51180000), ('chr16', 86555000, 86585000))	35415000.0	1500000000	SALL1,AC009166.1	FOXC2,FOXL1,FOXC2-AS1
1425	('chr6', 26230000, 26330000)	('chr6', 50700000, 50730000)	chr6	26230000	26330000	chr6	50700000	50730000	(('chr6', 26230000, 26330000), ('chr6', 50700000, 50730000))	24435000.0	3000000000	HIST1H1D,HIST1H4F,HIST1H4G,HIST1H3F,HIST1H2BH,HIST1H3G,HIST1H2BI,HIST1H4H	TFAP2D
1426	('chr4', 13520000, 13550000)	('chr4', 54080000, 54120000)	chr4	13520000	13550000	chr4	54080000	54120000	(('chr4', 13520000, 13550000), ('chr4', 54080000, 54120000))	40565000.0	1200000000	NKX3-2,LINC01097,LINC01096	GSX2,MORF4L2P1,AC058822.1
1427	('chr6', 27860000, 27890000)	('chr6', 99570000, 99630000)	chr6	27860000	27890000	chr6	99570000	99630000	(('chr6', 27860000, 27890000), ('chr6', 99570000, 99630000))	71725000.0	1800000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	CCNC,PRDM13,AL137784.2,AL137784.1,AL137784.3
1428	('chr6', 84730000, 84780000)	('chr6', 133230000, 133250000)	chr6	84730000	84780000	chr6	133230000	133250000	(('chr6', 84730000, 84780000), ('chr6', 133230000, 133250000))	48485000.0	1000000000	TBX18	EYA4
1429	('chr13', 28470000, 28500000)	('chr13', 99950000, 100000000)	chr13	28470000	28500000	chr13	99950000	100000000	(('chr13', 28470000, 28500000), ('chr13', 99950000, 100000000))	71490000.0	1500000000	FLT1,AL139005.1	ZIC5,ZIC2
1430	('chr9', 14300000, 14380000)	('chr9', 97820000, 97870000)	chr9	14300000	14380000	chr9	97820000	97870000	(('chr9', 14300000, 14380000), ('chr9', 97820000, 97870000))	83505000.0	4000000000	NFIB,AL136366.1	FOXE1,PTCSC2
1431	('chr8', 54430000, 54480000)	('chr8', 76660000, 76700000)	chr8	54430000	54480000	chr8	76660000	76700000	(('chr8', 54430000, 54480000), ('chr8', 76660000, 76700000))	22225000.0	2000000000	SOX17,AC091076.1	ZFHX4,ZFHX4-AS1
1432	('chr11', 32420000, 32445000)	('chr11', 129340000, 129380000)	chr11	32420000	32445000	chr11	129340000	129380000	(('chr11', 32420000, 32445000), ('chr11', 129340000, 129380000))	96927500.0	1000000000	WT1,WT1-AS	BARX2
1433	('chr16', 49260000, 49310000)	('chr16', 86555000, 86585000)	chr16	49260000	49310000	chr16	86555000	86585000	(('chr16', 49260000, 49310000), ('chr16', 86555000, 86585000))	37285000.0	1500000000	CBLN1,AC007614.2	FOXC2,FOXL1,FOXC2-AS1
1434	('chr17', 49960000, 49970000)	('chr17', 61390000, 61510000)	chr17	49960000	49970000	chr17	61390000	61510000	(('chr17', 49960000, 49970000), ('chr17', 61390000, 61510000))	11485000.0	1200000000	DLX4	TBX2,TBX4,C17orf82,TBX2-AS1
1435	('chr7', 25840000, 25870000)	('chr7', 156990000, 157040000)	chr7	25840000	25870000	chr7	156990000	157040000	(('chr7', 25840000, 25870000), ('chr7', 156990000, 157040000))	131160000.0	1500000000	-	MNX1,MNX1-AS1
1436	('chr1', 92460000, 92500000)	('chr1', 220880000, 220890000)	chr1	92460000	92500000	chr1	220880000	220890000	(('chr1', 92460000, 92500000), ('chr1', 220880000, 220890000))	128405000.0	400000000	GFI1	HLX,HLX-AS1
1437	('chr2', 66430000, 66440000)	('chr2', 236260000, 236270000)	chr2	66430000	66440000	chr2	236260000	236270000	(('chr2', 66430000, 66440000), ('chr2', 236260000, 236270000))	169830000.0	100000000	MEIS1	ASB18
1438	('chr6', 26230000, 26330000)	('chr6', 104920000, 104960000)	chr6	26230000	26330000	chr6	104920000	104960000	(('chr6', 26230000, 26330000), ('chr6', 104920000, 104960000))	78660000.0	4000000000	HIST1H1D,HIST1H4F,HIST1H4G,HIST1H3F,HIST1H2BH,HIST1H3G,HIST1H2BI,HIST1H4H	LIN28B,LIN28B-AS1
1439	('chr14', 56790000, 56830000)	('chr14', 60630000, 60670000)	chr14	56790000	56830000	chr14	60630000	60670000	(('chr14', 56790000, 56830000), ('chr14', 60630000, 60670000))	3840000.0	1600000000	OTX2	SIX1,SALRNA1
1440	('chr2', 161410000, 161430000)	('chr2', 222250000, 222318000)	chr2	161410000	161430000	chr2	222250000	222318000	(('chr2', 161410000, 161430000), ('chr2', 222250000, 222318000))	60864000.0	1360000000	TBR1	PAX3,CCDC140
1441	('chr4', 54220000, 54230000)	('chr4', 84475000, 84515000)	chr4	54220000	54230000	chr4	84475000	84515000	(('chr4', 54220000, 54230000), ('chr4', 84475000, 84515000))	30270000.0	400000000	PDGFRA	NKX6-1
1442	('chr5', 51360000, 51410000)	('chr5', 123080000, 123110000)	chr5	51360000	51410000	chr5	123080000	123110000	(('chr5', 51360000, 51410000), ('chr5', 123080000, 123110000))	71710000.0	1500000000	ISL1,AC010478.1	PRDM6,AC106786.1
1443	('chr5', 123080000, 123110000)	('chr5', 174700000, 174750000)	chr5	123080000	123110000	chr5	174700000	174750000	(('chr5', 123080000, 123110000), ('chr5', 174700000, 174750000))	51630000.0	1500000000	PRDM6,AC106786.1	MSX2
1444	('chr8', 64550000, 64600000)	('chr8', 71550000, 71560000)	chr8	64550000	64600000	chr8	71550000	71560000	(('chr8', 64550000, 64600000), ('chr8', 71550000, 71560000))	6980000.0	500000000	BHLHE22	TRAPPC2P2
1445	('chr10', 23170000, 23200000)	('chr10', 75390000, 75430000)	chr10	23170000	23200000	chr10	75390000	75430000	(('chr10', 23170000, 23200000), ('chr10', 75390000, 75430000))	52225000.0	1200000000	PTF1A	ZNF503,SPA17P1,AC010997.4,ZNF503-AS2,AC010997.3
1446	('chr9', 37010000, 37040000)	('chr9', 93940000, 93970000)	chr9	37010000	37040000	chr9	93940000	93970000	(('chr9', 37010000, 37040000), ('chr9', 93940000, 93970000))	56930000.0	900000000	PAX5,AL161781.2	BARX1,BARX1-DT
1447	('chr4', 84475000, 84515000)	('chr4', 146615000, 146665000)	chr4	84475000	84515000	chr4	146615000	146665000	(('chr4', 84475000, 84515000), ('chr4', 146615000, 146665000))	62145000.0	2000000000	NKX6-1	POU4F2
1448	('chr2', 170710000, 170720000)	('chr2', 236155000, 236185000)	chr2	170710000	170720000	chr2	236155000	236185000	(('chr2', 170710000, 170720000), ('chr2', 236155000, 236185000))	65455000.0	300000000	SP5,LINC01124	GBX2,AC019068.1
1449	('chr5', 42980000, 43050000)	('chr5', 73430000, 73460000)	chr5	42980000	43050000	chr5	73430000	73460000	(('chr5', 42980000, 43050000), ('chr5', 73430000, 73460000))	30430000.0	2100000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	FOXD1,FOXD1-AS1,LINC01385
1450	('chr10', 92680000, 92690000)	('chr10', 101210000, 101240000)	chr10	92680000	92690000	chr10	101210000	101240000	(('chr10', 92680000, 92690000), ('chr10', 101210000, 101240000))	8540000.0	300000000	HHEX	LBX1,LBX1-AS1
1451	('chr2', 170810000, 170820000)	('chr2', 176060000, 176170000)	chr2	170810000	170820000	chr2	176060000	176170000	(('chr2', 170810000, 170820000), ('chr2', 176060000, 176170000))	5300000.0	1100000000	GAD1,AC007405.2	HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS
1453	('chr7', 19090000, 19150000)	('chr7', 156990000, 157040000)	chr7	19090000	19150000	chr7	156990000	157040000	(('chr7', 19090000, 19150000), ('chr7', 156990000, 157040000))	137895000.0	3000000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	MNX1,MNX1-AS1
1454	('chr4', 41730000, 41760000)	('chr4', 80185000, 80220000)	chr4	41730000	41760000	chr4	80185000	80220000	(('chr4', 41730000, 41760000), ('chr4', 80185000, 80220000))	38457500.0	1050000000	PHOX2B,AC105389.1	PRDM8
1455	('chr6', 10370000, 10420000)	('chr6', 133230000, 133250000)	chr6	10370000	10420000	chr6	133230000	133250000	(('chr6', 10370000, 10420000), ('chr6', 133230000, 133250000))	122845000.0	1000000000	TFAP2A,TFAP2A-AS1,TFAP2A-AS2	EYA4
1457	('chr6', 27860000, 27890000)	('chr6', 105975000, 106000000)	chr6	27860000	27890000	chr6	105975000	106000000	(('chr6', 27860000, 27890000), ('chr6', 105975000, 106000000))	78112500.0	750000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	-
1458	('chr2', 66575000, 66585000)	('chr2', 72140000, 72150000)	chr2	66575000	66585000	chr2	72140000	72150000	(('chr2', 66575000, 66585000), ('chr2', 72140000, 72150000))	5565000.0	100000000	MEIS1,LINC01798	CYP26B1
1459	('chr13', 27370000, 27380000)	('chr13', 78570000, 78615000)	chr13	27370000	27380000	chr13	78570000	78615000	(('chr13', 27370000, 27380000), ('chr13', 78570000, 78615000))	51217500.0	450000000	LINC01079	POU4F1,RNF219-AS1
1460	('chr6', 84730000, 84780000)	('chr6', 133830000, 133900000)	chr6	84730000	84780000	chr6	133830000	133900000	(('chr6', 84730000, 84780000), ('chr6', 133830000, 133900000))	49110000.0	3500000000	TBX18	TARID,LINC01312,TCF21
1461	('chr11', 32420000, 32445000)	('chr11', 128670000, 128710000)	chr11	32420000	32445000	chr11	128670000	128710000	(('chr11', 32420000, 32445000), ('chr11', 128670000, 128710000))	96257500.0	1000000000	WT1,WT1-AS	FLI1,SENCR,AP001122.1
1462	('chr1', 24930000, 24940000)	('chr1', 118970000, 119010000)	chr1	24930000	24940000	chr1	118970000	119010000	(('chr1', 24930000, 24940000), ('chr1', 118970000, 119010000))	94055000.0	400000000	RUNX3	TBX15,AL139420.2
1463	('chr2', 45000000, 45010000)	('chr2', 70880000, 70890000)	chr2	45000000	45010000	chr2	70880000	70890000	(('chr2', 45000000, 45010000), ('chr2', 70880000, 70890000))	25880000.0	100000000	SIX2	VAX2,LINC01143,RF02272
1464	('chr1', 47430000, 47440000)	('chr1', 75120000, 75140000)	chr1	47430000	47440000	chr1	75120000	75140000	(('chr1', 47430000, 47440000), ('chr1', 75120000, 75140000))	27695000.0	200000000	FOXD2,FOXD2-AS1	LHX8,AC099786.2,AC099786.3
1465	('chr5', 146310000, 146365000)	('chr5', 154455000, 154505000)	chr5	146310000	146365000	chr5	154455000	154505000	(('chr5', 146310000, 146365000), ('chr5', 154455000, 154505000))	8142500.0	2750000000	POU4F3,AC091959.3,AC011396.2	HAND1,AC026688.2
1466	('chr1', 63320000, 63330000)	('chr1', 200030000, 200040000)	chr1	63320000	63330000	chr1	200030000	200040000	(('chr1', 63320000, 63330000), ('chr1', 200030000, 200040000))	136710000.0	100000000	FOXD3,FOXD3-AS1,MIR6068	NR5A2,RNU6-570P
1467	('chr2', 156315000, 156345000)	('chr2', 218990000, 219000000)	chr2	156315000	156345000	chr2	218990000	219000000	(('chr2', 156315000, 156345000), ('chr2', 218990000, 219000000))	62665000.0	300000000	NR4A2,AC074099.1	CRYBA2
1468	('chr1', 47180000, 47250000)	('chr1', 63320000, 63330000)	chr1	47180000	47250000	chr1	63320000	63330000	(('chr1', 47180000, 47250000), ('chr1', 63320000, 63330000))	16110000.0	700000000	TAL1,AL135960.1	FOXD3,FOXD3-AS1,MIR6068
1469	('chr2', 66430000, 66440000)	('chr2', 206250000, 206285000)	chr2	66430000	66440000	chr2	206250000	206285000	(('chr2', 66430000, 66440000), ('chr2', 206250000, 206285000))	139832500.0	350000000	MEIS1	ZDBF2,HMGN1P6
1470	('chr2', 70880000, 70890000)	('chr2', 156315000, 156345000)	chr2	70880000	70890000	chr2	156315000	156345000	(('chr2', 70880000, 70890000), ('chr2', 156315000, 156345000))	85445000.0	300000000	VAX2,LINC01143,RF02272	NR4A2,AC074099.1
1471	('chr10', 23170000, 23200000)	('chr10', 92680000, 92690000)	chr10	23170000	23200000	chr10	92680000	92690000	(('chr10', 23170000, 23200000), ('chr10', 92680000, 92690000))	69500000.0	300000000	PTF1A	HHEX
1472	('chr2', 118218000, 118228000)	('chr2', 170710000, 170720000)	chr2	118218000	118228000	chr2	170710000	170720000	(('chr2', 118218000, 118228000), ('chr2', 170710000, 170720000))	52492000.0	100000000	THORLNC	SP5,LINC01124
1474	('chr1', 47710000, 47720000)	('chr1', 213980000, 213990000)	chr1	47710000	47720000	chr1	213980000	213990000	(('chr1', 47710000, 47720000), ('chr1', 213980000, 213990000))	166270000.0	100000000	-	PROX1,AC011700.1
1475	('chr5', 1860000, 1900000)	('chr5', 51360000, 51410000)	chr5	1860000	1900000	chr5	51360000	51410000	(('chr5', 1860000, 1900000), ('chr5', 51360000, 51410000))	49505000.0	2000000000	IRX4	ISL1,AC010478.1
1476	('chr4', 4850000, 4875000)	('chr4', 174180000, 174230000)	chr4	4850000	4875000	chr4	174180000	174230000	(('chr4', 4850000, 4875000), ('chr4', 174180000, 174230000))	169342500.0	1250000000	MSX1,LINC01396	LINC02268
1477	('chr5', 159060000, 159110000)	('chr5', 173220000, 173260000)	chr5	159060000	159110000	chr5	173220000	173260000	(('chr5', 159060000, 159110000), ('chr5', 173220000, 173260000))	14155000.0	2000000000	EBF1,LINC02202	NKX2-5
1478	('chr4', 4850000, 4875000)	('chr4', 80185000, 80220000)	chr4	4850000	4875000	chr4	80185000	80220000	(('chr4', 4850000, 4875000), ('chr4', 80185000, 80220000))	75340000.0	875000000	MSX1,LINC01396	PRDM8
1479	('chr2', 172075000, 172115000)	('chr2', 181680000, 181690000)	chr2	172075000	172115000	chr2	181680000	181690000	(('chr2', 172075000, 172115000), ('chr2', 181680000, 181690000))	9590000.0	400000000	DLX1,DLX2	CERKL,NEUROD1
1480	('chr5', 1860000, 1900000)	('chr5', 135020000, 135045000)	chr5	1860000	1900000	chr5	135020000	135045000	(('chr5', 1860000, 1900000), ('chr5', 135020000, 135045000))	133152500.0	1000000000	IRX4	PITX1,C5orf66,AC008406.3
1481	('chr7', 27080000, 27260000)	('chr7', 96980000, 97040000)	chr7	27080000	27260000	chr7	96980000	97040000	(('chr7', 27080000, 27260000), ('chr7', 96980000, 97040000))	69840000.0	10800000000	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043	DLX5,DLX6,DLX6-AS1
1482	('chr7', 35230000, 35260000)	('chr7', 155440000, 155530000)	chr7	35230000	35260000	chr7	155440000	155530000	(('chr7', 35230000, 35260000), ('chr7', 155440000, 155530000))	120240000.0	2700000000	TBX20,AC009531.1	EN2,CNPY1,AC008060.3,AC008060.2
1483	('chr1', 63320000, 63330000)	('chr1', 90710000, 90735000)	chr1	63320000	63330000	chr1	90710000	90735000	(('chr1', 63320000, 63330000), ('chr1', 90710000, 90735000))	27397500.0	250000000	FOXD3,FOXD3-AS1,MIR6068	BARHL2
1485	('chr5', 77960000, 77970000)	('chr5', 146310000, 146365000)	chr5	77960000	77970000	chr5	146310000	146365000	(('chr5', 77960000, 77970000), ('chr5', 146310000, 146365000))	68372500.0	550000000	AC108482.1	POU4F3,AC091959.3,AC011396.2
1486	('chr4', 108140000, 108180000)	('chr4', 173490000, 173550000)	chr4	108140000	108180000	chr4	173490000	173550000	(('chr4', 108140000, 108180000), ('chr4', 173490000, 173550000))	65360000.0	2400000000	LEF1,LEF1-AS1	HAND2,HAND2-AS1,SCRG1
1487	('chr2', 118218000, 118228000)	('chr2', 176060000, 176170000)	chr2	118218000	118228000	chr2	176060000	176170000	(('chr2', 118218000, 118228000), ('chr2', 176060000, 176170000))	57892000.0	1100000000	THORLNC	HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS
1489	('chr1', 47430000, 47440000)	('chr1', 200030000, 200040000)	chr1	47430000	47440000	chr1	200030000	200040000	(('chr1', 47430000, 47440000), ('chr1', 200030000, 200040000))	152600000.0	100000000	FOXD2,FOXD2-AS1	NR5A2,RNU6-570P
1490	('chr5', 3560000, 3610000)	('chr5', 135020000, 135045000)	chr5	3560000	3610000	chr5	135020000	135045000	(('chr5', 3560000, 3610000), ('chr5', 135020000, 135045000))	131447500.0	1250000000	IRX1	PITX1,C5orf66,AC008406.3
1491	('chr5', 50960000, 50970000)	('chr5', 154455000, 154505000)	chr5	50960000	50970000	chr5	154455000	154505000	(('chr5', 50960000, 50970000), ('chr5', 154455000, 154505000))	103515000.0	500000000	LINC02106,AC008808.2,AC008808.1	HAND1,AC026688.2
1492	('chr4', 110600000, 110660000)	('chr4', 146615000, 146665000)	chr4	110600000	110660000	chr4	146615000	146665000	(('chr4', 110600000, 110660000), ('chr4', 146615000, 146665000))	36010000.0	3000000000	PITX2,PANCR	POU4F2
1493	('chr2', 19350000, 19360000)	('chr2', 161410000, 161430000)	chr2	19350000	19360000	chr2	161410000	161430000	(('chr2', 19350000, 19360000), ('chr2', 161410000, 161430000))	142065000.0	200000000	OSR1	TBR1
1494	('chr10', 49610000, 49620000)	('chr10', 123110000, 123160000)	chr10	49610000	49620000	chr10	123110000	123160000	(('chr10', 49610000, 49620000), ('chr10', 123110000, 123160000))	73520000.0	500000000	SLC18A3	HMX2,HMX3,BUB3
1495	('chr11', 31790000, 31830000)	('chr11', 128670000, 128710000)	chr11	31790000	31830000	chr11	128670000	128710000	(('chr11', 31790000, 31830000), ('chr11', 128670000, 128710000))	96880000.0	1600000000	PAX6,PAUPAR	FLI1,SENCR,AP001122.1
1496	('chr6', 27500000, 27570000)	('chr6', 100430000, 100480000)	chr6	27500000	27570000	chr6	100430000	100480000	(('chr6', 27500000, 27570000), ('chr6', 100430000, 100480000))	72920000.0	3500000000	HNRNPA1P1,CD83P1	SIM1
1497	('chr1', 44410000, 44420000)	('chr1', 50415000, 50430000)	chr1	44410000	44420000	chr1	50415000	50430000	(('chr1', 44410000, 44420000), ('chr1', 50415000, 50430000))	6007500.0	150000000	RNF220	DMRTA2,AL049637.2
1498	('chr10', 8030000, 8055000)	('chr10', 92680000, 92690000)	chr10	8030000	8055000	chr10	92680000	92690000	(('chr10', 8030000, 8055000), ('chr10', 92680000, 92690000))	84642500.0	250000000	GATA3,GATA3-AS1	HHEX
1499	('chr6', 104920000, 104960000)	('chr6', 133230000, 133250000)	chr6	104920000	104960000	chr6	133230000	133250000	(('chr6', 104920000, 104960000), ('chr6', 133230000, 133250000))	28300000.0	800000000	LIN28B,LIN28B-AS1	EYA4
